territory,date,cases,deaths,weekTestRate,weekPosRate,cases2w,alarm
Italy,2020-06-11,0.5151,0.0972,642.4465,0.0048,5.9599,0
Italy,2020-06-12,0.5074,0.0946,642.4465,0.0048,6.1137,0
Italy,2020-06-13,0.4853,0.0887,608.1137,0.0049,5.8278,0
Italy,2020-06-14,0.4627,0.0861,608.1137,0.0049,5.5535,0
Italy,2020-06-15,0.4417,0.0817,608.1137,0.0049,5.2609,0
Italy,2020-06-16,0.4269,0.0770,608.1137,0.0049,5.1472,0
Italy,2020-06-17,0.4176,0.0741,608.1137,0.0049,4.9030,0
Italy,2020-06-18,0.4188,0.0724,608.1137,0.0049,4.6856,0
Italy,2020-06-19,0.4137,0.0703,608.1137,0.0049,5.3060,0
Italy,2020-06-20,0.4091,0.0676,552.2559,0.0056,5.2575,0
Italy,2020-06-21,0.4099,0.0632,552.2559,0.0056,5.2040,0
Italy,2020-06-22,0.3931,0.0591,552.2559,0.0056,5.1823,0
Italy,2020-06-23,0.3860,0.0568,552.2559,0.0056,5.2224,0
Italy,2020-06-24,0.3857,0.0548,552.2559,0.0056,4.5803,0
Italy,2020-06-25,0.3822,0.0519,552.2559,0.0056,4.4431,0
Italy,2020-06-26,0.3818,0.0483,552.2559,0.0056,4.4783,0
Italy,2020-06-27,0.3811,0.0448,541.2525,0.0040,4.5000,0
Italy,2020-06-28,0.3732,0.0425,541.2525,0.0040,4.6003,0
Italy,2020-06-29,0.3736,0.0401,541.2525,0.0040,4.6722,0
Italy,2020-06-30,0.3610,0.0368,541.2525,0.0040,4.6254,0
Italy,2020-07-01,0.3515,0.0352,541.2525,0.0040,4.5920,0
Italy,2020-07-02,0.3477,0.0348,541.2525,0.0040,4.6405,0
Italy,2020-07-03,0.3489,0.0336,541.2525,0.0040,4.6538,0
Italy,2020-07-04,0.3446,0.0320,502.5468,0.0047,4.6773,0
Italy,2020-07-05,0.3385,0.0286,502.5468,0.0047,4.7207,0
Italy,2020-07-06,0.3567,0.0268,502.5468,0.0047,4.6906,0
Italy,2020-07-07,0.3494,0.0250,502.5468,0.0047,4.6756,0
Italy,2020-07-08,0.3524,0.0242,502.5468,0.0047,4.8211,0
Italy,2020-07-09,0.3570,0.0235,502.5468,0.0047,4.9749,0
Italy,2020-07-10,0.3645,0.0228,502.5468,0.0047,4.9348,0
Italy,2020-07-11,0.3481,0.0247,500.3980,0.0046,5.0786,0
Italy,2020-07-12,0.3459,0.0231,500.3980,0.0046,5.1120,0
Italy,2020-07-13,0.3412,0.0218,500.3980,0.0046,5.1104,0
Italy,2020-07-14,0.3426,0.0220,500.3980,0.0046,5.2575,0
Italy,2020-07-15,0.3488,0.0211,500.3980,0.0046,5.4682,0
Italy,2020-07-16,0.3626,0.0209,500.3980,0.0046,5.7224,0
Italy,2020-07-17,0.3754,0.0202,500.3980,0.0046,5.9699,0
Italy,2020-07-18,0.3815,0.0193,539.3361,0.0051,6.0468,0
Italy,2020-07-19,0.3835,0.0181,539.3361,0.0051,6.0803,0
Italy,2020-07-20,0.3800,0.0180,539.3361,0.0051,6.0284,0
Italy,2020-07-21,0.3776,0.0171,539.3361,0.0051,6.1321,0
Italy,2020-07-22,0.3880,0.0173,539.3361,0.0051,6.3060,0
Italy,2020-07-23,0.3984,0.0172,539.3361,0.0051,6.4649,0
Italy,2020-07-24,0.4208,0.0157,539.3361,0.0051,6.9666,0
Italy,2020-07-25,0.4291,0.0156,595.6405,0.0055,7.0886,0
Italy,2020-07-26,0.4425,0.0151,595.6405,0.0055,7.4381,0
Italy,2020-07-27,0.4416,0.0146,595.6405,0.0055,7.5903,0
Italy,2020-07-28,0.4537,0.0146,595.6405,0.0055,7.9415,0
Italy,2020-07-29,0.4667,0.0146,595.6405,0.0055,8.2559,0
Italy,2020-07-30,0.4858,0.0142,595.6405,0.0055,8.4900,0
Italy,2020-07-31,0.5106,0.0135,595.6405,0.0055,8.8161,0
Italy,2020-08-01,0.5358,0.0213,556.9883,0.0068,9.3746,0
Italy,2020-08-02,0.5491,0.0204,556.9883,0.0068,9.7742,0
Italy,2020-08-03,0.5539,0.0201,556.9883,0.0068,10.0435,0
Italy,2020-08-04,0.5621,0.0196,556.9883,0.0068,10.3963,0
Italy,2020-08-05,0.5850,0.0198,556.9883,0.0068,10.8278,0
Italy,2020-08-06,0.6200,0.0194,556.9883,0.0068,11.5619,0
Italy,2020-08-07,0.6642,0.0191,556.9883,0.0068,12.2224,0
Italy,2020-08-08,0.7069,0.0188,514.3361,0.0108,13.4331,0
Italy,2020-08-09,0.7556,0.0186,514.3361,0.0108,14.6806,0
Italy,2020-08-10,0.7934,0.0186,514.3361,0.0108,15.8411,0
Italy,2020-08-11,0.8259,0.0185,514.3361,0.0108,16.6171,0
Italy,2020-08-12,0.8859,0.0189,514.3361,0.0108,18.1054,0
Italy,2020-08-13,0.9528,0.0189,514.3361,0.0108,19.5886,0
Italy,2020-08-14,1.0207,0.0188,514.3361,0.0108,21.0702,0
Italy,2020-08-15,1.0830,0.0186,752.8763,0.0104,22.4331,0
Italy,2020-08-16,1.1360,0.0186,752.8763,0.0104,23.9181,0
Italy,2020-08-17,1.1693,0.0184,752.8763,0.0104,25.0485,1
Italy,2020-08-18,1.2060,0.0186,752.8763,0.0104,26.0084,1
Italy,2020-08-19,1.2647,0.0185,752.8763,0.0104,27.1522,1
Italy,2020-08-20,1.3315,0.0184,752.8763,0.0104,28.0836,1
Italy,2020-08-21,1.4147,0.0187,752.8763,0.0104,29.3963,1
Italy,2020-08-22,1.4853,0.0190,967.7324,0.0151,30.4381,1
Italy,2020-08-23,1.5336,0.0191,967.7324,0.0151,30.5836,1
Italy,2020-08-24,1.5659,0.0196,967.7324,0.0151,30.9130,1
Italy,2020-08-25,1.6210,0.0194,967.7324,0.0151,31.7375,1
Italy,2020-08-26,1.6732,0.0201,967.7324,0.0151,31.8445,1
Italy,2020-08-27,1.7453,0.0204,967.7324,0.0151,32.1589,1
Italy,2020-08-28,1.8103,0.0206,967.7324,0.0151,32.4197,1
Italy,2020-08-29,1.8656,0.0204,1058.3880,0.0150,32.5151,1
Italy,2020-08-30,1.9160,0.0204,1058.3880,0.0150,32.6672,1
Italy,2020-08-31,1.9394,0.0210,1058.3880,0.0150,32.6873,1
Italy,2020-09-01,1.9717,0.0130,1058.3880,0.0150,33.1120,1
Italy,2020-09-02,2.0243,0.0134,1058.3880,0.0150,33.3227,1
Italy,2020-09-03,2.0925,0.0139,1058.3880,0.0150,33.6338,1
Italy,2020-09-04,2.1737,0.0142,1058.3880,0.0150,33.9264,1
Italy,2020-09-05,2.2274,0.0151,1001.4398,0.0166,33.8311,1
Italy,2020-09-06,2.2677,0.0156,1001.4398,0.0166,34.3177,1
Italy,2020-09-07,2.2894,0.0160,1001.4398,0.0166,34.6522,1
Italy,2020-09-08,2.3067,0.0166,1001.4398,0.0166,34.6890,1
Italy,2020-09-09,2.3299,0.0173,1001.4398,0.0166,35.0401,1
Italy,2020-09-10,2.3749,0.0183,1001.4398,0.0166,35.3562,1
Italy,2020-09-11,2.4307,0.0192,1001.4398,0.0166,35.8512,1
Italy,2020-09-12,2.4579,0.0194,1027.9197,0.0167,36.4666,1
Italy,2020-09-13,2.4771,0.0201,1027.9197,0.0167,36.9849,1
Italy,2020-09-14,2.4790,0.0204,1027.9197,0.0167,37.7977,1
Italy,2020-09-15,2.4899,0.0217,1027.9197,0.0167,38.4967,1
Italy,2020-09-16,2.5161,0.0225,1027.9197,0.0167,39.1622,1
Italy,2020-09-17,2.5998,0.0235,1027.9197,0.0167,40.7759,1
Italy,2020-09-18,2.6820,0.0243,1027.9197,0.0167,41.7659,1
Italy,2020-09-19,2.7638,0.0254,1094.0635,0.0176,43.7826,1
Italy,2020-09-20,2.8275,0.0258,1094.0635,0.0176,45.4398,1
Italy,2020-09-21,2.8559,0.0261,1094.0635,0.0176,46.9565,1
Italy,2020-09-22,2.9089,0.0268,1094.0635,0.0176,49.1070,1
Italy,2020-09-23,3.0373,0.0281,1094.0635,0.0176,52.5134,1
Italy,2020-09-24,3.2158,0.0286,1094.0635,0.0176,56.9816,1
Italy,2020-09-25,3.4317,0.0296,1094.0635,0.0176,62.7676,1
Italy,2020-09-26,3.6633,0.0304,1165.6204,0.0210,69.2140,1
Italy,2020-09-27,3.8715,0.0312,1165.6204,0.0210,75.3846,1
Italy,2020-09-28,4.0335,0.0328,1165.6204,0.0210,80.6104,1
Italy,2020-09-29,4.2707,0.0347,1165.6204,0.0210,87.7191,1
Italy,2020-09-30,4.5877,0.0366,1165.6204,0.0210,96.8863,1
Italy,2020-10-01,5.0081,0.0403,1165.6204,0.0210,107.3462,1
Italy,2020-10-02,5.4818,0.0428,1165.6204,0.0210,119.9047,1
Italy,2020-10-03,5.9928,0.0447,1305.3645,0.0343,133.4197,1
Italy,2020-10-04,6.5388,0.0477,1305.3645,0.0343,148.6823,1
Italy,2020-10-05,6.9396,0.0511,1305.3645,0.0343,160.5217,2
Italy,2020-10-06,7.4377,0.0546,1305.3645,0.0343,174.2241,2
Italy,2020-10-07,8.1720,0.0607,1305.3645,0.0343,193.4916,2
Italy,2020-10-08,8.9664,0.0671,1305.3645,0.0343,212.9231,2
Italy,2020-10-09,9.9240,0.0713,1305.3645,0.0343,235.9515,2
Italy,2020-10-10,12.0426,0.0852,1631.8880,0.0544,294.7960,2
Italy,2020-10-11,12.8636,0.0916,1631.8880,0.0544,314.1120,2
Italy,2020-10-12,13.9467,0.1024,1631.8880,0.0544,343.1589,2
Italy,2020-10-13,15.1938,0.1126,1631.8880,0.0544,375.0819,2
Italy,2020-10-14,16.5457,0.1234,1631.8880,0.0544,407.6856,2
Italy,2020-10-15,18.1417,0.1332,1631.8880,0.0544,444.9365,2
Italy,2020-10-16,19.7658,0.1480,1631.8880,0.0544,481.3027,2
Italy,2020-10-17,21.2792,0.1582,1861.9064,0.0916,513.0418,2
Italy,2020-10-18,22.3422,0.1694,1861.9064,0.0916,530.6806,2
Italy,2020-10-19,23.7308,0.1872,1861.9064,0.0916,562.2926,2
Italy,2020-10-20,24.3633,0.1920,1861.9064,0.0916,562.2926,2
Italy,2020-10-21,25.0548,0.1976,1861.9064,0.0916,562.2926,2
Italy,2020-10-22,25.8148,0.2037,1861.9064,0.0916,562.2926,2
Italy,2020-10-23,26.6051,0.2095,1861.9064,0.0916,562.2926,2
Italy,2020-10-24,27.3919,0.2155,2197.1839,0.1331,562.2926,2
Italy,2020-10-26,28.1894,0.2227,2197.1839,0.1331,562.2926,2
Italy,2020-10-27,28.9896,0.2300,2197.1839,0.1331,562.2926,2
Italy,2020-10-28,29.8339,0.2379,2197.1839,0.1331,562.2926,2
Italy,2020-10-29,30.7752,0.2467,2197.1839,0.1331,562.2926,2
Italy,2020-10-30,31.8729,0.2554,2197.1839,0.1331,562.2926,2
Italy,2020-10-31,32.9734,0.2647,2197.1839,0.1331,562.2926,2
Italy,2020-11-01,34.0635,0.2749,,,562.2926,2
Italy,2020-11-02,35.1381,0.2824,,,562.2926,2
Italy,2020-11-03,36.2205,0.2936,,,562.2926,2
Italy,2020-11-04,37.3425,0.3071,,,562.2926,2
United Kingdom,2020-02-06,0.0005,0.0000,,,0.0092,0
United Kingdom,2020-02-07,0.0005,0.0000,,,0.0092,0
United Kingdom,2020-02-08,0.0005,0.0000,,,0.0108,0
United Kingdom,2020-02-09,0.0005,0.0000,,,0.0046,0
United Kingdom,2020-02-10,0.0005,0.0000,,,0.0031,0
United Kingdom,2020-02-11,0.0006,0.0000,,,0.0061,0
United Kingdom,2020-02-12,0.0009,0.0000,,,0.0123,0
United Kingdom,2020-02-13,0.0011,0.0000,,,0.0184,0
United Kingdom,2020-02-14,0.0015,0.0000,,,0.0307,0
United Kingdom,2020-02-15,0.0021,0.0000,,,0.0491,0
United Kingdom,2020-02-16,0.0023,0.0000,,,0.0568,0
United Kingdom,2020-02-17,0.0033,0.0000,,,0.0906,0
United Kingdom,2020-02-18,0.0053,0.0000,,,0.1521,0
United Kingdom,2020-02-19,0.0080,0.0000,,,0.2365,0
United Kingdom,2020-02-20,0.0108,0.0000,,,0.3225,0
United Kingdom,2020-02-21,0.0133,0.0000,,,0.4009,0
United Kingdom,2020-02-22,0.0173,0.0001,,,0.5237,0
United Kingdom,2020-02-23,0.0202,0.0001,,,0.6159,0
United Kingdom,2020-02-24,0.0230,0.0001,,,0.7034,0
United Kingdom,2020-02-25,0.0304,0.0003,,,0.9277,0
United Kingdom,2020-02-26,0.0430,0.0003,,,1.3178,0
United Kingdom,2020-02-27,0.0631,0.0004,,,1.9352,0
United Kingdom,2020-02-28,0.0870,0.0005,,,2.6663,0
United Kingdom,2020-02-29,0.1107,0.0014,,,3.3820,0
United Kingdom,2020-03-01,0.1286,0.0021,,,3.9287,0
United Kingdom,2020-03-02,0.1505,0.0032,,,4.5738,0
United Kingdom,2020-03-03,0.1807,0.0041,,,5.4508,0
United Kingdom,2020-03-04,0.2188,0.0057,,,6.5474,0
United Kingdom,2020-03-05,0.2683,0.0080,,,7.9957,0
United Kingdom,2020-03-06,0.3206,0.0096,,,9.5377,0
United Kingdom,2020-03-07,0.3828,0.0125,,,11.3408,0
United Kingdom,2020-03-08,0.4421,0.0143,,,13.0886,0
United Kingdom,2020-03-09,0.5104,0.0180,,,15.1175,0
United Kingdom,2020-03-10,0.6262,0.0254,,,18.4810,0
United Kingdom,2020-03-11,0.7439,0.0348,,,21.7309,0
United Kingdom,2020-03-12,0.8772,0.0438,,,25.2419,1
United Kingdom,2020-03-13,1.0301,0.0581,,,29.2397,1
United Kingdom,2020-03-14,1.1882,0.0725,,,33.4158,1
United Kingdom,2020-03-15,1.1880,0.0725,,,32.8613,1
United Kingdom,2020-03-16,1.3274,0.0830,,,36.5167,1
United Kingdom,2020-03-17,1.4684,0.1016,,,39.9677,1
United Kingdom,2020-03-18,1.6799,0.1215,,,45.3494,1
United Kingdom,2020-03-19,1.9024,0.1548,,,50.7480,1
United Kingdom,2020-03-20,2.1439,0.1874,,,56.6733,1
United Kingdom,2020-03-21,2.3823,0.2238,,,62.2224,1
United Kingdom,2020-03-22,2.6229,0.2613,,,67.9250,1
United Kingdom,2020-03-23,2.8195,0.2909,,,71.9828,1
United Kingdom,2020-03-24,2.9934,0.3190,,,73.9088,1
United Kingdom,2020-03-25,3.2522,0.3737,,,78.3735,1
United Kingdom,2020-03-26,3.5194,0.4247,,,82.6094,1
United Kingdom,2020-03-27,3.7662,0.4798,,,85.7487,1
United Kingdom,2020-03-28,3.9941,0.5354,,,88.2998,1
United Kingdom,2020-03-29,4.1877,0.5770,125.0392,0.3582,94.9240,-1
United Kingdom,2020-03-29,4.3410,0.6095,125.0392,0.3582,96.0866,-1
United Kingdom,2020-03-30,4.4902,0.6445,125.0392,0.3582,97.0558,-1
United Kingdom,2020-03-31,4.6793,0.6971,125.0392,0.3582,96.9098,-1
United Kingdom,2020-04-01,4.8717,0.7396,125.0392,0.3582,96.6211,-1
United Kingdom,2020-04-02,5.0924,0.7901,125.0392,0.3582,96.8546,-1
United Kingdom,2020-04-03,5.3165,0.8336,125.0392,0.3582,97.5058,-1
United Kingdom,2020-04-04,5.5125,0.8861,175.6320,0.2855,97.5749,-1
United Kingdom,2020-04-05,5.6941,0.9059,175.6320,0.2855,98.6515,-1
United Kingdom,2020-04-06,5.8229,0.9313,175.6320,0.2855,99.0524,-1
United Kingdom,2020-04-07,6.0040,0.9901,175.6320,0.2855,98.3950,-1
United Kingdom,2020-04-08,6.1715,1.0283,175.6320,0.2855,97.3353,-1
United Kingdom,2020-04-09,6.3276,1.0548,175.6320,0.2855,97.8820,-1
United Kingdom,2020-04-10,6.4654,1.0954,175.6320,0.2855,98.3428,-1
United Kingdom,2020-04-11,6.5783,1.1268,204.7305,0.2317,99.3519,-1
United Kingdom,2020-04-12,6.6110,1.1305,204.7305,0.2317,99.6114,-1
United Kingdom,2020-04-13,6.6247,1.1319,204.7305,0.2317,99.5869,-1
United Kingdom,2020-04-14,6.8579,1.1799,204.7305,0.2317,100.3978,-1
United Kingdom,2020-04-15,6.9524,1.2075,204.7305,0.2317,101.0167,-1
United Kingdom,2020-04-16,7.0804,1.2204,204.7305,0.2317,101.5958,-1
United Kingdom,2020-04-17,7.1147,1.2350,204.7305,0.2317,101.0951,-1
United Kingdom,2020-04-18,7.1258,1.2307,279.9939,0.1854,100.7587,-1
United Kingdom,2020-04-19,7.0423,1.2107,279.9939,0.1854,98.4672,-1
United Kingdom,2020-04-20,6.9489,1.1877,279.9939,0.1854,97.1295,-1
United Kingdom,2020-04-21,6.8735,1.1862,279.9939,0.1854,94.8794,-1
United Kingdom,2020-04-22,6.8567,1.1886,279.9939,0.1854,93.2238,-1
United Kingdom,2020-04-23,6.8684,1.1832,279.9939,0.1854,90.6742,-1
United Kingdom,2020-04-24,6.7933,1.1571,279.9939,0.1854,88.5379,-1
United Kingdom,2020-04-25,6.6751,1.1197,671.2778,0.0728,85.6090,2
United Kingdom,2020-04-26,6.5277,1.0752,671.2778,0.0728,83.1654,2
United Kingdom,2020-04-27,6.4024,1.0288,671.2778,0.0728,81.4084,2
United Kingdom,2020-04-28,6.3664,1.0175,671.2778,0.0728,79.6882,2
United Kingdom,2020-04-29,6.3576,1.0071,671.2778,0.0728,77.6501,2
United Kingdom,2020-04-30,6.3486,0.9886,671.2778,0.0728,74.3711,2
United Kingdom,2020-05-01,6.2718,0.9527,671.2778,0.0728,70.7802,2
United Kingdom,2020-05-02,6.1826,0.9294,808.2030,0.0455,67.3844,2
United Kingdom,2020-05-03,6.0347,0.8814,808.2030,0.0455,65.6182,2
United Kingdom,2020-05-04,5.8636,0.8434,808.2030,0.0455,63.8612,2
United Kingdom,2020-05-05,5.7463,0.8135,808.2030,0.0455,62.6325,2
United Kingdom,2020-05-06,5.6636,0.8083,808.2030,0.0455,61.6649,2
United Kingdom,2020-05-07,5.6074,0.7936,808.2030,0.0455,59.9616,2
United Kingdom,2020-05-08,5.4944,0.7474,808.2030,0.0455,58.1293,2
United Kingdom,2020-05-09,5.3608,0.7163,895.8455,0.0342,56.5919,1
United Kingdom,2020-05-10,5.1646,0.7013,895.8455,0.0342,55.6243,1
United Kingdom,2020-05-11,4.9766,0.6564,895.8455,0.0342,54.1422,1
United Kingdom,2020-05-12,4.8108,0.6225,895.8455,0.0342,51.1289,1
United Kingdom,2020-05-13,4.7080,0.6254,895.8455,0.0342,48.4718,1
United Kingdom,2020-05-14,4.6268,0.6265,895.8455,0.0342,46.2110,1
United Kingdom,2020-05-15,4.4809,0.5921,895.8455,0.0342,44.8779,1
United Kingdom,2020-05-16,4.3222,0.5616,922.2608,0.0282,43.3436,1
United Kingdom,2020-05-17,4.1083,0.5332,922.2608,0.0282,41.8784,1
United Kingdom,2020-05-18,3.9158,0.5029,922.2608,0.0282,40.7126,1
United Kingdom,2020-05-19,3.7525,0.4863,922.2608,0.0282,38.9495,1
United Kingdom,2020-05-20,3.6660,0.4863,922.2608,0.0282,36.5412,1
United Kingdom,2020-05-21,3.5854,0.4793,922.2608,0.0282,34.4494,1
United Kingdom,2020-05-22,3.4791,0.4561,922.2608,0.0282,32.4052,1
United Kingdom,2020-05-23,3.3522,0.4311,965.4247,0.0180,30.9584,1
United Kingdom,2020-05-24,3.2023,0.4111,965.4247,0.0180,29.8433,1
United Kingdom,2020-05-25,3.0514,0.3848,965.4247,0.0180,28.8558,1
United Kingdom,2020-05-26,2.9541,0.3808,965.4247,0.0180,28.0495,1
United Kingdom,2020-05-27,2.9046,0.3782,965.4247,0.0180,27.2600,1
United Kingdom,2020-05-28,2.8486,0.3727,965.4247,0.0180,26.2832,1
United Kingdom,2020-05-29,2.7213,0.3487,965.4247,0.0180,25.1421,1
United Kingdom,2020-05-30,2.6049,0.3319,1005.1390,0.0135,24.4125,0
United Kingdom,2020-05-31,2.4851,0.3158,1005.1390,0.0135,24.0516,0
United Kingdom,2020-06-01,2.3956,0.2999,1005.1390,0.0135,23.6569,0
United Kingdom,2020-06-02,2.3222,0.2855,1005.1390,0.0135,23.0456,0
United Kingdom,2020-06-03,2.2738,0.2876,1005.1390,0.0135,22.4589,0
United Kingdom,2020-06-04,2.2329,0.2837,1005.1390,0.0135,21.9321,0
United Kingdom,2020-06-05,2.1555,0.2631,1005.1390,0.0135,21.6004,0
United Kingdom,2020-06-06,2.0532,0.2503,985.3125,0.0110,21.3946,0
United Kingdom,2020-06-07,1.9525,0.2384,985.3125,0.0110,21.2195,0
United Kingdom,2020-06-08,1.8567,0.2246,985.3125,0.0110,21.0935,0
United Kingdom,2020-06-09,1.7989,0.2184,985.3125,0.0110,20.7818,0
United Kingdom,2020-06-10,1.7671,0.2039,985.3125,0.0110,20.3640,0
United Kingdom,2020-06-11,1.7381,0.2037,985.3125,0.0110,19.7174,0
United Kingdom,2020-06-12,1.6934,0.2010,985.3125,0.0110,19.2628,0
United Kingdom,2020-06-13,1.6438,0.1821,907.2892,0.0117,18.6776,0
United Kingdom,2020-06-14,1.5850,0.1666,907.2892,0.0117,18.3075,0
United Kingdom,2020-06-15,1.5199,0.1541,907.2892,0.0117,17.7300,0
United Kingdom,2020-06-16,1.4804,0.1491,907.2892,0.0117,17.2493,0
United Kingdom,2020-06-17,1.4553,0.1509,907.2892,0.0117,16.5044,0
United Kingdom,2020-06-18,1.4340,0.1487,907.2892,0.0117,15.9484,0
United Kingdom,2020-06-19,1.3925,0.1388,907.2892,0.0117,15.2957,0
United Kingdom,2020-06-20,1.3476,0.1278,1062.5342,0.0076,14.6706,0
United Kingdom,2020-06-21,1.3003,0.1223,1062.5342,0.0076,14.2313,0
United Kingdom,2020-06-22,1.2662,0.1100,1062.5342,0.0076,14.1023,0
United Kingdom,2020-06-23,1.2456,0.1056,1062.5342,0.0076,13.8074,0
United Kingdom,2020-06-24,1.2355,0.1058,1062.5342,0.0076,13.3635,0
United Kingdom,2020-06-25,1.2341,0.1050,1062.5342,0.0076,13.2330,0
United Kingdom,2020-06-26,1.2151,0.0970,1062.5342,0.0076,13.2238,0
United Kingdom,2020-06-27,1.1857,0.0897,1262.5910,0.0052,13.0610,0
United Kingdom,2020-06-28,1.1482,0.0864,1262.5910,0.0052,12.7431,0
United Kingdom,2020-06-29,1.1157,0.0804,1262.5910,0.0052,12.6125,0
United Kingdom,2020-06-30,1.0996,0.0773,1262.5910,0.0052,12.6064,0
United Kingdom,2020-07-01,1.0894,0.0772,1262.5910,0.0052,12.7108,0
United Kingdom,2020-07-02,1.0869,0.0770,1262.5910,0.0052,12.8966,0
United Kingdom,2020-07-03,1.0701,0.0723,1262.5910,0.0052,13.0533,0
United Kingdom,2020-07-04,1.0437,0.0673,1259.1614,0.0052,13.0379,0
United Kingdom,2020-07-05,1.0180,0.0646,1259.1614,0.0052,13.1792,0
United Kingdom,2020-07-06,0.9876,0.0609,1259.1614,0.0052,12.9611,0
United Kingdom,2020-07-07,0.9780,0.0586,1259.1614,0.0052,13.0978,0
United Kingdom,2020-07-08,0.9812,0.0579,1259.1614,0.0052,13.3344,0
United Kingdom,2020-07-09,0.9878,0.0577,1259.1614,0.0052,13.4572,0
United Kingdom,2020-07-10,0.9796,0.0546,1259.1614,0.0052,13.4818,0
United Kingdom,2020-07-11,0.9688,0.0510,1407.3614,0.0046,13.6385,0
United Kingdom,2020-07-12,0.9511,0.0465,1407.3614,0.0046,13.6062,0
United Kingdom,2020-07-13,0.9338,0.0429,1407.3614,0.0046,13.6216,0
United Kingdom,2020-07-14,0.9040,0.0419,1407.3614,0.0046,12.6140,0
United Kingdom,2020-07-15,0.9096,0.0421,1407.3614,0.0046,12.7338,0
United Kingdom,2020-07-16,0.9294,0.0410,1407.3614,0.0046,12.8475,0
United Kingdom,2020-07-17,0.9369,0.0394,1407.3614,0.0046,13.1178,0
United Kingdom,2020-07-18,0.9445,0.0352,1392.9995,0.0051,13.4280,0
United Kingdom,2020-07-19,0.9491,0.0334,1392.9995,0.0051,13.8120,0
United Kingdom,2020-07-20,0.9652,0.0311,1392.9995,0.0051,14.6030,0
United Kingdom,2020-07-21,0.9697,0.0304,1392.9995,0.0051,14.4141,0
United Kingdom,2020-07-22,0.9940,0.0301,1392.9995,0.0051,14.6291,0
United Kingdom,2020-07-23,1.0136,0.0305,1392.9995,0.0051,14.9009,0
United Kingdom,2020-07-24,1.0218,0.0284,1392.9995,0.0051,15.1160,0
United Kingdom,2020-07-25,1.0298,0.0257,1694.9823,0.0037,15.2557,0
United Kingdom,2020-07-26,1.0481,0.0244,1694.9823,0.0037,16.2402,0
United Kingdom,2020-07-27,1.0531,0.0236,1694.9823,0.0037,16.9237,0
United Kingdom,2020-07-28,1.0820,0.0234,1694.9823,0.0037,18.5793,0
United Kingdom,2020-07-29,1.1101,0.0240,1694.9823,0.0037,18.9571,0
United Kingdom,2020-07-30,1.1481,0.0244,1694.9823,0.0037,19.3918,0
United Kingdom,2020-07-31,1.1835,0.0227,1694.9823,0.0037,20.2519,0
United Kingdom,2020-08-01,1.2029,0.0216,1785.6750,0.0050,20.7219,0
United Kingdom,2020-08-02,1.2162,0.0207,1785.6750,0.0050,21.1780,0
United Kingdom,2020-08-03,1.2167,0.0195,1785.6750,0.0050,20.8478,0
United Kingdom,2020-08-04,1.2424,0.0197,1785.6750,0.0050,21.4913,0
United Kingdom,2020-08-05,1.2582,0.0199,1785.6750,0.0050,21.3700,0
United Kingdom,2020-08-06,1.2963,0.0197,1785.6750,0.0050,21.7263,0
United Kingdom,2020-08-07,1.3082,0.0186,1785.6750,0.0050,21.9751,0
United Kingdom,2020-08-08,1.3348,0.0186,1815.9146,0.0065,22.7891,0
United Kingdom,2020-08-09,1.3481,0.0185,1815.9146,0.0065,22.7569,0
United Kingdom,2020-08-10,1.3600,0.0171,1815.9146,0.0065,22.9965,0
United Kingdom,2020-08-11,1.3856,0.0171,1815.9146,0.0065,23.0518,0
United Kingdom,2020-08-12,1.4167,0.0175,1815.9146,0.0065,23.1117,0
United Kingdom,2020-08-13,1.4737,0.0180,1815.9146,0.0065,23.7153,0
United Kingdom,2020-08-14,1.5335,0.0174,1815.9146,0.0065,23.4634,0
United Kingdom,2020-08-15,1.5506,0.0163,1846.3999,0.0060,23.5110,0
United Kingdom,2020-08-16,1.5936,0.0163,1846.3999,0.0060,24.5477,0
United Kingdom,2020-08-17,1.6197,0.0155,1846.3999,0.0060,25.6120,1
United Kingdom,2020-08-18,1.6457,0.0150,1846.3999,0.0060,25.9284,1
United Kingdom,2020-08-19,1.6836,0.0152,1846.3999,0.0060,26.9974,1
United Kingdom,2020-08-20,1.7235,0.0158,1846.3999,0.0060,27.8467,1
United Kingdom,2020-08-21,1.7865,0.0154,1846.3999,0.0060,29.2397,1
United Kingdom,2020-08-22,1.8321,0.0153,1969.2305,0.0064,30.0461,1
United Kingdom,2020-08-23,1.9331,0.0145,1969.2305,0.0064,33.0364,1
United Kingdom,2020-08-24,2.0360,0.0141,1969.2305,0.0064,36.0713,1
United Kingdom,2020-08-25,2.1203,0.0155,1969.2305,0.0064,38.0310,1
United Kingdom,2020-08-26,2.1995,0.0157,1969.2305,0.0064,40.5053,1
United Kingdom,2020-08-27,2.3036,0.0155,1969.2305,0.0064,42.6509,1
United Kingdom,2020-08-28,2.4221,0.0151,1969.2305,0.0064,46.1266,1
United Kingdom,2020-08-29,2.5454,0.0146,2043.9794,0.0086,49.7957,1
United Kingdom,2020-08-30,2.6544,0.0139,2043.9794,0.0086,52.2761,1
United Kingdom,2020-08-31,2.7129,0.0138,2043.9794,0.0086,54.1422,1
United Kingdom,2020-09-01,2.8133,0.0150,2043.9794,0.0086,56.9191,1
United Kingdom,2020-09-02,2.9595,0.0158,2043.9794,0.0086,60.7326,1
